index,onetsoccode,agg_pairs,ai_score,software_score,robot_score
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,25.0,0.4230424165725708,0.43870407342910767,0.5964618921279907
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,25.0,0.7214502692222595,0.5685670375823975,1.3579341173171997
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,39.0,0.6216186285018921,0.6043736338615417,0.5682604908943176
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,49.0,0.5294327139854431,0.5379652976989746,0.8083724975585938
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,25.0,0.4708124101161957,0.31851452589035034,0.5116523504257202
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,33.0,0.7123234868049622,0.7971464991569519,0.9583731889724731
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,35.0,0.31370553374290466,0.26634788513183594,0.43063774704933167
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,31.0,0.4056687355041504,1.2516224384307861,0.9165341258049011
Machinists,51-4041.00,40.0,0.683772623538971,0.7683634161949158,0.7677158117294312
Metal-Refining Furnace Operators and Tenders,51-4051.00,26.0,0.2581351697444916,0.6224365234375,0.3723088204860687
"Pourers and Casters, Metal",51-4052.00,31.0,0.1302374303340912,0.3274018168449402,0.7931286692619324
"Model Makers, Metal and Plastic",51-4061.00,25.0,0.5909343957901001,0.7173080444335938,0.6699631810188293
"Patternmakers, Metal and Plastic",51-4062.00,21.0,0.36926549673080444,0.6177504062652588,0.5409958362579346
Foundry Mold and Coremakers,51-4071.00,20.0,0.3781362771987915,0.8392771482467651,2.4261040687561035
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,57.0,0.3670700192451477,0.4711437523365021,0.541667103767395
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,37.0,0.7612820267677307,1.0795652866363525,1.6351662874221802
Tool and Die Makers,51-4111.00,25.0,0.3794916570186615,0.4369964599609375,0.6146218776702881
"Welders, Cutters, and Welder Fitters",51-4121.06,55.0,0.46996745467185974,0.6212077140808105,1.0188676118850708
Solderers and Brazers,51-4121.07,43.0,0.04502646252512932,0.22373050451278687,1.3574026823043823
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,52.0,0.31690430641174316,0.4967617392539978,0.7103756666183472
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,40.0,0.3179403841495514,0.3455291986465454,0.349762499332428
"Layout Workers, Metal and Plastic",51-4192.00,19.0,0.2704675495624542,0.1986883282661438,0.22099877893924713
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,57.0,0.6093018651008606,0.7716498374938965,1.6263846158981323
"Tool Grinders, Filers, and Sharpeners",51-4194.00,34.0,0.6960517764091492,0.5060047507286072,1.1359535455703735
Prepress Technicians and Workers,51-5111.00,45.0,0.8914665579795837,0.6754391193389893,0.3937167227268219
Printing Press Operators,51-5112.00,34.0,0.8099162578582764,0.9857739806175232,1.1035476922988892
Print Binding and Finishing Workers,51-5113.00,41.0,0.550281286239624,0.6541246771812439,0.864124059677124
Laundry and Dry-Cleaning Workers,51-6011.00,55.0,0.4397658705711365,0.4894527494907379,0.9797253608703613
"Pressers, Textile, Garment, and Related Materials",51-6021.00,50.0,0.1855819672346115,0.272887259721756,0.32585036754608154
Sewing Machine Operators,51-6031.00,40.0,0.37214750051498413,0.33469974994659424,0.765555202960968
Shoe and Leather Workers and Repairers,51-6041.00,42.0,0.12731732428073883,0.15457689762115479,0.30806654691696167
Shoe Machine Operators and Tenders,51-6042.00,31.0,0.06038568541407585,0.3682195544242859,0.7178378701210022
"Sewers, Hand",51-6051.00,16.0,0.09713775664567947,0.19625096023082733,0.1713954359292984
"Tailors, Dressmakers, and Custom Sewers",51-6052.00,37.0,0.7059766054153442,0.5239777565002441,0.8118926882743835
Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,34.0,1.0452444553375244,0.896157443523407,1.0199917554855347
"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,31.0,0.7047605514526367,0.9756789803504944,1.231905460357666
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,34.0,0.9848700165748596,0.8539571166038513,0.8849496841430664
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,45.0,0.7208751440048218,0.9397419691085815,0.9264621734619141
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,39.0,0.47922220826148987,0.8161485195159912,0.3408884108066559
Fabric and Apparel Patternmakers,51-6092.00,31.0,0.6749513745307922,0.6841946840286255,0.4787406623363495
Upholsterers,51-6093.00,35.0,0.536575436592102,0.5635370016098022,0.8896081447601318
Cabinetmakers and Bench Carpenters,51-7011.00,34.0,0.172805517911911,0.38722750544548035,0.5811702609062195
Furniture Finishers,51-7021.00,37.0,0.2457248717546463,0.19335216283798218,0.4567595422267914
"Model Makers, Wood",51-7031.00,19.0,0.9050050973892212,0.4317302405834198,0.2753128409385681
"Patternmakers, Wood",51-7032.00,25.0,0.6237347722053528,0.9120252132415771,0.29425549507141113
"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041.00,45.0,0.34223634004592896,0.5154073238372803,0.585731565952301
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,46.0,0.6974807381629944,0.9989992380142212,1.3983479738235474
Nuclear Power Reactor Operators,51-8011.00,29.0,0.8331197500228882,1.1914738416671753,0.586901843547821
Power Distributors and Dispatchers,51-8012.00,26.0,0.9157705307006836,1.2953705787658691,0.8481836915016174
Power Plant Operators,51-8013.00,43.0,0.9303581118583679,1.346853494644165,1.6546653509140015
Stationary Engineers and Boiler Operators,51-8021.00,41.0,0.4854738712310791,0.46829891204833984,0.438774436712265
Water and Wastewater Treatment Plant and System Operators,51-8031.00,14.0,1.4883071184158325,1.4728641510009766,0.6971548199653625
Chemical Plant and System Operators,51-8091.00,32.0,0.27582716941833496,0.7149532437324524,0.2529861032962799
Gas Plant Operators,51-8092.00,33.0,1.3748048543930054,1.0794663429260254,1.079400658607483
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,49.0,0.3171505331993103,0.5786606073379517,0.5455567836761475
Biofuels Processing Technicians,51-8099.01,22.0,0.8654540181159973,0.9847196340560913,1.0578019618988037
Biomass Plant Technicians,51-8099.03,22.0,0.8572920560836792,1.0175807476043701,1.3103276491165161
Hydroelectric Plant Technicians,51-8099.04,26.0,0.7069360017776489,0.8144872784614563,1.51878023147583
Chemical Equipment Operators and Tenders,51-9011.00,34.0,0.6055591702461243,1.0889085531234741,0.6145599484443665
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,31.0,0.4401492774486542,0.5378432869911194,0.7563231587409973
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,32.0,0.5140800476074219,0.7917000651359558,0.4991142749786377
"Grinding and Polishing Workers, Hand",51-9022.00,30.0,0.26522335410118103,0.7249201536178589,0.8329341411590576
"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,28.0,0.08315804600715637,0.5973377823829651,0.4112578332424164
"Cutters and Trimmers, Hand",51-9031.00,31.0,0.2844095230102539,0.3843323886394501,0.7099049091339111
"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,65.0,0.476694256067276,0.5311731100082397,1.0361086130142212
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,54.0,0.42006319761276245,0.4813370108604431,1.1844273805618286
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,33.0,0.794467568397522,0.8010116219520569,0.565313994884491
"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,49.0,0.698612630367279,0.6743376851081848,0.43207311630249023
Jewelers,51-9071.01,76.0,0.29595819115638733,0.2660279870033264,0.5778917670249939
Gem and Diamond Workers,51-9071.06,43.0,0.972433865070343,0.3573029339313507,0.5888023972511292
Precious Metal Workers,51-9071.07,57.0,0.36116597056388855,0.20306457579135895,0.3601800501346588
Dental Laboratory Technicians,51-9081.00,26.0,0.4532531499862671,0.504768431186676,0.5555810928344727
Medical Appliance Technicians,51-9082.00,19.0,0.555058479309082,0.5423833727836609,0.5621111392974854
Ophthalmic Laboratory Technicians,51-9083.00,35.0,0.638871431350708,0.935725212097168,2.56355881690979
Packaging and Filling Machine Operators and Tenders,51-9111.00,42.0,0.24533627927303314,0.3628048002719879,0.653564453125
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,37.0,0.5728582739830017,0.8989781737327576,0.7564792633056641
"Painters, Transportation Equipment",51-9122.00,37.0,0.4559762477874756,0.6884436011314392,1.5506287813186646
"Painting, Coating, and Decorating Workers",51-9123.00,21.0,0.46739819645881653,0.34088972210884094,1.6867526769638062
Semiconductor Processors,51-9141.00,47.0,0.42508891224861145,0.5132898688316345,1.308136224746704
Photographic Process Workers and Processing Machine Operators,51-9151.00,54.0,0.6595173478126526,0.559078574180603,0.4984274208545685
Adhesive Bonding Machine Operators and Tenders,51-9191.00,32.0,0.5778255462646484,0.4187675416469574,0.46944886445999146
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,17.0,0.8303930759429932,1.031718134880066,0.6082642674446106
Cooling and Freezing Equipment Operators and Tenders,51-9193.00,45.0,0.22310124337673187,0.42072489857673645,0.7834504842758179
Etchers and Engravers,51-9194.00,58.0,0.3133222758769989,0.548507571220398,1.2045378684997559
"Stone Cutters and Carvers, Manufacturing",51-9195.03,32.0,0.12681818008422852,0.24806690216064453,0.47923746705055237
"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,32.0,0.45791634917259216,0.4637430012226105,0.7054295539855957
"Potters, Manufacturing",51-9195.05,29.0,0.21530500054359436,0.5188213586807251,0.5325498580932617
Molding and Casting Workers,51-9195.07,43.0,0.1519204080104828,0.33428964018821716,0.686326265335083
"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,31.0,0.5054537653923035,0.573641300201416,0.5956000685691833
Tire Builders,51-9197.00,34.0,0.43120747804641724,0.48576220870018005,0.7111610174179077
Helpers--Production Workers,51-9198.00,44.0,0.2231224775314331,0.4633350670337677,1.0466128587722778
Recycling and Reclamation Workers,51-9199.01,25.0,0.49097681045532227,0.8589678406715393,1.9468867778778076
Aircraft Cargo Handling Supervisors,53-1011.00,6.0,0.3420306444168091,0.47345829010009766,1.0446569919586182
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1021.00,33.0,0.45966410636901855,0.31395402550697327,0.24435417354106903
Recycling Coordinators,53-1021.01,34.0,0.26598110795021057,0.3344542682170868,0.31719791889190674
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,53-1031.00,30.0,0.36015528440475464,0.49664071202278137,0.5699263215065002
"Airline Pilots, Copilots, and Flight Engineers",53-2011.00,32.0,0.48576807975769043,0.6407369375228882,0.6743866801261902
Commercial Pilots,53-2012.00,32.0,0.5481221675872803,0.3496490716934204,0.1504255086183548
Air Traffic Controllers,53-2021.00,32.0,0.4149813652038574,0.38328027725219727,0.25254061818122864
Airfield Operations Specialists,53-2022.00,15.0,0.1370891034603119,0.5314850807189941,0.14833320677280426
Flight Attendants,53-2031.00,34.0,0.1276765763759613,0.25833019614219666,1.242149829864502
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011.00,16.0,0.13653987646102905,0.44882339239120483,0.9167852401733398
"Bus Drivers, Transit and Intercity",53-3021.00,16.0,0.41681382060050964,0.61594158411026,1.9647058248519897
"Bus Drivers, School or Special Client",53-3022.00,19.0,0.2966938614845276,0.6435228586196899,0.9252362847328186
Driver/Sales Workers,53-3031.00,17.0,0.20348677039146423,0.44672808051109314,1.016265869140625
Heavy and Tractor-Trailer Truck Drivers,53-3032.00,60.0,0.4952481985092163,0.6812700629234314,1.220618724822998
Light Truck or Delivery Services Drivers,53-3033.00,20.0,0.2732961177825928,0.6137744188308716,1.1293549537658691
Taxi Drivers and Chauffeurs,53-3041.00,35.0,0.36865684390068054,0.5322317481040955,1.1867157220840454
Locomotive Engineers,53-4011.00,24.0,1.3290057182312012,1.4833662509918213,2.412980079650879
Locomotive Firers,53-4012.00,16.0,2.0485341548919678,2.2962231636047363,2.5142569541931152
"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013.00,31.0,0.7194957733154297,1.2525542974472046,2.3896563053131104
"Railroad Brake, Signal, and Switch Operators",53-4021.00,33.0,0.45737096667289734,0.7074195146560669,1.0698031187057495
Railroad Conductors and Yardmasters,53-4031.00,41.0,0.30554458498954773,0.31930094957351685,0.8535075783729553
Subway and Streetcar Operators,53-4041.00,19.0,0.515267014503479,0.9240394830703735,1.330317735671997
Sailors and Marine Oilers,53-5011.00,42.0,0.26741665601730347,0.5161383748054504,1.1615382432937622
Ship and Boat Captains,53-5021.01,39.0,0.2635650038719177,0.48034554719924927,0.3535982072353363
"Mates- Ship, Boat, and Barge",53-5021.02,11.0,1.9114303588867188,0.8240145444869995,1.2746174335479736
"Pilots, Ship",53-5021.03,19.0,0.5304693579673767,0.5919986963272095,0.6762402653694153
Motorboat Operators,53-5022.00,22.0,0.11967791616916656,0.4585561752319336,1.5812093019485474
Ship Engineers,53-5031.00,27.0,0.12487850338220596,0.4343695342540741,0.2850719392299652
Bridge and Lock Tenders,53-6011.00,36.0,0.9251564145088196,1.332026720046997,2.745790481567383
Parking Lot Attendants,53-6021.00,37.0,0.7299754023551941,1.1926214694976807,0.8390512466430664
Automotive and Watercraft Service Attendants,53-6031.00,23.0,0.20284688472747803,0.3428647220134735,1.4602409601211548
Traffic Technicians,53-6041.00,43.0,0.6362518072128296,0.4291277229785919,0.21031531691551208
Aviation Inspectors,53-6051.01,25.0,1.140496850013733,0.6031751036643982,0.5948293805122375
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,24.0,1.3004069328308105,0.4867534041404724,0.5685207843780518
Freight and Cargo Inspectors,53-6051.08,31.0,0.9790715575218201,1.1211352348327637,0.6409731507301331
"Transportation Attendants, Except Flight Attendants",53-6061.00,15.0,0.06512367725372314,0.1295158565044403,0.3496389091014862
Conveyor Operators and Tenders,53-7011.00,44.0,0.7970632314682007,1.1513077020645142,1.178684115409851
Crane and Tower Operators,53-7021.00,23.0,0.6584358215332031,0.848234236240387,2.1546096801757812
Dredge Operators,53-7031.00,18.0,0.8252373933792114,0.9761789441108704,1.8243398666381836
Excavating and Loading Machine and Dragline Operators,53-7032.00,29.0,0.4845218360424042,1.0289119482040405,2.204601526260376
"Loading Machine Operators, Underground Mining",53-7033.00,21.0,0.3706645965576172,0.92385333776474,2.2801175117492676
Hoist and Winch Operators,53-7041.00,22.0,0.7062946557998657,1.0246608257293701,2.355099678039551
Industrial Truck and Tractor Operators,53-7051.00,19.0,0.4487554728984833,0.8090837001800537,2.841860294342041
Cleaners of Vehicles and Equipment,53-7061.00,31.0,0.17324280738830566,0.3556545674800873,0.9681492447853088
"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,28.0,0.4826764762401581,0.7531731128692627,1.951083779335022
Machine Feeders and Offbearers,53-7063.00,21.0,0.3028755187988281,1.0156099796295166,2.0499942302703857
"Packers and Packagers, Hand",53-7064.00,14.0,0.7278653383255005,2.4117321968078613,2.59285044670105
Gas Compressor and Gas Pumping Station Operators,53-7071.00,25.0,0.6305918097496033,1.0460526943206787,0.834364116191864
"Pump Operators, Except Wellhead Pumpers",53-7072.00,25.0,0.4018945097923279,1.074946641921997,1.2861061096191406
Wellhead Pumpers,53-7073.00,23.0,0.586676836013794,1.1629406213760376,1.8602231740951538
Refuse and Recyclable Material Collectors,53-7081.00,26.0,0.3866351246833801,0.7392864227294922,1.9965887069702148
Mine Shuttle Car Operators,53-7111.00,27.0,0.2821928858757019,0.8360861539840698,1.7691102027893066
"Tank Car, Truck, and Ship Loaders",53-7121.00,42.0,0.21564410626888275,0.7065815329551697,0.6847605109214783
